request_id,latency
17962843405717803501,623.0
17962843410012770797,623.0
17962843414307738093,623.0
17962843418602705389,623.0
17962843422897672685,623.0
17962843427192639981,623.0
17962843431487607277,623.0
17962843435782574573,623.0
17962843440077541869,623.0
17962843444372509165,623.0
17962843448667476461,623.0
17962843452962443757,623.0
17962843457257411053,623.0
17962843461552378349,623.0
17962843465847345645,623.0
17962843470142312941,623.0
17962843474437280237,623.0
17962843478732247533,623.0
17962843483027214829,623.0
17962843487322182125,623.0
17962843491617149421,623.0
17962843495912116717,623.0
17962843500207084013,623.0
17962843504502051309,623.0
17962843508797018605,623.0
17962843513091985901,623.0
17962843517386953197,623.0
17962843521681920493,623.0
17962843525976887789,623.0
17962843530271855085,623.0
17962843534566822381,623.0
17962843538861789677,623.0
17962843543156756973,624.0
17962843547451724269,624.0
17962843551746691565,623.0
17962843556041658861,624.0
17962843560336626157,623.0
17962843564631593453,624.0
17962843568926560749,623.0
17962843573221528045,623.0
17962843577516495341,624.0
17962843581811462637,623.0
17962843586106429933,623.0
17962843590401397229,623.0
17962843594696364525,623.0
17962843598991331821,624.0
17962843603286299117,623.0
17962843607581266413,623.0
17962843611876233709,624.0
17962843616171201005,623.0
17962843620466168301,624.0
17962843624761135597,623.0
17962843629056102893,624.0
17962843633351070189,623.0
17962843637646037485,623.0
17962843641941004781,624.0
17962843646235972077,624.0
17962843650530939373,624.0
17962843654825906669,624.0
17962843659120873965,624.0
17962843663415841261,624.0
17962843667710808557,624.0
17962843672005775853,624.0
17962843676300743149,624.0
17962843680595710445,624.0
17962843684890677741,624.0
17962843689185645037,624.0
17962843693480612333,624.0
17962843697775579629,624.0
17962843702070546925,624.0
17962843706365514221,624.0
17962843710660481517,624.0
17962843714955448813,624.0
17962843719250416109,624.0
17962843723545383405,624.0
17962843727840350701,624.0
17962843732135317997,624.0
17962843736430285293,624.0
17962843740725252589,624.0
17962843745020219885,624.0
17962843749315187181,624.0
17962843753610154477,624.0
17962843757905121773,624.0
17962843762200089069,624.0
17962843766495056365,624.0
17962843770790023661,624.0
17962843775084990957,624.0
17962843779379958253,624.0
17962843783674925549,624.0
17962843787969892845,624.0
17962843792264860141,624.0
17962843796559827437,624.0
17962843800854794733,624.0
17962843805149762029,624.0
17962843809444729325,624.0
17962843813739696621,624.0
17962843818034663917,624.0
17962843822329631213,624.0
17962843826624598509,624.0
17962843830919565805,624.0
17962843835214533101,624.0
17962843839509500397,625.0
17962843843804467693,624.0
17962843848099434989,625.0
17962843852394402285,625.0
17962843856689369581,625.0
17962843860984336877,625.0
17962843865279304173,625.0
17962843869574271469,624.0
17962843873869238765,625.0
17962843878164206061,625.0
17962843882459173357,624.0
17962843886754140653,625.0
17962843891049107949,624.0
17962843895344075245,624.0
17962843899639042541,625.0
17962843903934009837,625.0
17962843908228977133,625.0
17962843912523944429,625.0
17962843916818911725,625.0
17962843921113879021,625.0
17962843925408846317,624.0
17962843929703813613,624.0
17962843933998780909,624.0
17962843938293748205,624.0
17962843942588715501,625.0
17962843946883682797,625.0
17962843951178650093,625.0
17962843955473617389,625.0
17962843959768584685,625.0
17962843964063551981,625.0
17962843968358519277,624.0
17962843972653486573,624.0
17962843976948453869,625.0
17962843981243421165,625.0
17962843985538388461,625.0
17962843989833355757,625.0
17962843994128323053,625.0
17962843998423290349,625.0
17962844002718257645,625.0
17962844007013224941,625.0
17962844011308192237,625.0
17962844015603159533,625.0
17962844019898126829,625.0
17962844024193094125,625.0
17962844028488061421,625.0
17962844032783028717,625.0
17962844037077996013,625.0
17962844041372963309,625.0
17962844045667930605,625.0
17962844049962897901,625.0
17962844054257865197,625.0
17962844058552832493,625.0
17962844062847799789,625.0
17962844067142767085,625.0
17962844071437734381,626.0
17962844075732701677,625.0
17962844080027668973,626.0
17962844084322636269,625.0
17962844088617603565,626.0
17962844092912570861,626.0
17962844097207538157,626.0
17962844101502505453,625.0
17962844105797472749,626.0
17962844110092440045,626.0
17962844114387407341,625.0
17962844118682374637,625.0
17962844122977341933,626.0
17962844127272309229,625.0
17962844131567276525,626.0
17962844135862243821,625.0
17962844140157211117,625.0
17962844144452178413,626.0
17962844148747145709,625.0
17962844153042113005,625.0
17962844157337080301,625.0
17962844161632047597,626.0
17962844165927014893,625.0
17962844170221982189,626.0
17962844174516949485,640.0
17962844178811916781,625.0
17962844183106884077,640.0
17962844187401851373,625.0
17962844191696818669,640.0
17962844195991785965,625.0
17962844200286753261,640.0
17962844204581720557,640.0
17962844208876687853,640.0
17962844213171655149,625.0
17962844217466622445,625.0
17962844221761589741,640.0
17962844226056557037,640.0
17962844230351524333,625.0
17962844234646491629,640.0
17962844238941458925,625.0
17962844243236426221,640.0
17962844247531393517,640.0
17962844251826360813,626.0
17962844256121328109,652.0
17962844260416295405,626.0
17962844264711262701,626.0
17962844269006229997,626.0
17962844273301197293,640.0
17962844277596164589,626.0
17962844281891131885,640.0
17962844286186099181,640.0
17962844290481066477,626.0
17962844294776033773,626.0
17962844299071001069,626.0
17962844303365968365,640.0
17962844307660935661,640.0
17962844311955902957,640.0
17962844316250870253,640.0
17962844320545837549,626.0
17962844324840804845,626.0
17962844329135772141,640.0
17962844333430739437,626.0
17962844337725706733,626.0
17962844342020674029,626.0
17962844346315641325,640.0
17962844350610608621,640.0
17962844354905575917,626.0
17962844359200543213,640.0
17962844363495510509,640.0
17962844367790477805,640.0
17962844372085445101,640.0
17962844376380412397,640.0
17962844380675379693,640.0
17962844384970346989,640.0
17962844389265314285,640.0
17962844393560281581,640.0
17962844397855248877,640.0
17962844402150216173,652.0
17962844406445183469,640.0
17962844410740150765,640.0
17962844415035118061,640.0
17962844419330085357,640.0
17962844423625052653,290.0
17962844427920019949,640.0
17962844432214987245,640.0
17962844436509954541,290.0
17962844440804921837,291.0
17962844445099889133,291.0
17962844449394856429,640.0
17962844453689823725,291.0
17962844457984791021,291.0
17962844462279758317,291.0
17962844466574725613,291.0
17962844470869692909,640.0
17962844475164660205,640.0
17962844479459627501,291.0
17962844483754594797,291.0
17962844488049562093,640.0
17962844492344529389,291.0
17962844496639496685,652.0
17962844500934463981,640.0
17962844505229431277,291.0
17962844509524398573,291.0
17962844513819365869,291.0
17962844518114333165,640.0
17962844522409300461,640.0
17962844526704267757,640.0
17962844530999235053,291.0
17962844535294202349,640.0
17962844539589169645,291.0
17962844543884136941,640.0
17962844548179104237,640.0
17962844552474071533,640.0
17962844556769038829,291.0
17962844561064006125,291.0
17962844565358973421,640.0
17962844569653940717,641.0
17962844573948908013,291.0
17962844578243875309,291.0
17962844582538842605,641.0
17962844586833809901,641.0
17962844591128777197,641.0
17962844595423744493,641.0
17962844599718711789,154.0
17962844604013679085,291.0
17962844608308646381,154.0
17962844612603613677,154.0
17962844616898580973,291.0
17962844621193548269,291.0
17962844625488515565,291.0
17962844629783482861,154.0
17962844634078450157,291.0
17962844638373417453,154.0
17962844642668384749,291.0
17962844646963352045,154.0
17962844651258319341,291.0
17962844655553286637,154.0
17962844659848253933,154.0
17962844664143221229,291.0
17962844668438188525,291.0
17962844672733155821,291.0
17962844677028123117,291.0
17962844681323090413,291.0
17962844685618057709,291.0
17962844689913025005,291.0
17962844694207992301,291.0
17962844698502959597,292.0
17962844702797926893,154.0
17962844707092894189,292.0
17962844711387861485,154.0
17962844715682828781,292.0
17962844719977796077,292.0
17962844724272763373,292.0
17962844728567730669,154.0
17962844732862697965,292.0
17962844737157665261,154.0
17962844741452632557,154.0
17962844745747599853,292.0
17962844750042567149,154.0
17962844754337534445,292.0
17962844758632501741,154.0
17962844762927469037,154.0
17962844767222436333,154.0
17962844771517403629,154.0
17962844775812370925,292.0
17962844780107338221,292.0
17962844784402305517,154.0
17962844788697272813,154.0
17962844792992240109,292.0
17962844797287207405,154.0
17962844801582174701,292.0
17962844805877141997,292.0
17962844810172109293,154.0
17962844814467076589,292.0
17962844818762043885,292.0
17962844823057011181,154.0
17962844827351978477,292.0
17962844831646945773,292.0
17962844835941913069,292.0
17962844840236880365,154.0
17962844844531847661,155.0
17962844848826814957,292.0
17962844853121782253,155.0
17962844857416749549,292.0
17962844861711716845,292.0
17962844866006684141,292.0
17962844870301651437,155.0
17962844874596618733,155.0
17962844878891586029,155.0
17962844883186553325,292.0
17962844887481520621,155.0
17962844891776487917,292.0
17962844896071455213,292.0
17962844900366422509,155.0
17962844904661389805,292.0
17962844908956357101,155.0
17962844913251324397,155.0
17962844917546291693,292.0
17962844921841258989,292.0
17962844926136226285,155.0
17962844930431193581,155.0
17962844934726160877,292.0
17962844939021128173,292.0
17962844943316095469,292.0
17962844947611062765,292.0
17962844951906030061,293.0
17962844956200997357,155.0
17962844960495964653,155.0
17962844964790931949,155.0
17962844969085899245,293.0
17962844973380866541,293.0
17962844977675833837,155.0
17962844981970801133,155.0
17962844986265768429,155.0
17962844990560735725,293.0
17962844994855703021,293.0
17962844999150670317,155.0
17962845003445637613,155.0
17962845007740604909,155.0
17962845012035572205,155.0
17962845016330539501,293.0
17962845020625506797,293.0
17962845024920474093,155.0
17962845029215441389,293.0
17962845033510408685,293.0
17962845037805375981,155.0
17962845042100343277,155.0
17962845046395310573,155.0
17962845050690277869,155.0
17962845054985245165,293.0
17962845059280212461,293.0
17962845063575179757,155.0
17962845067870147053,293.0
17962845072165114349,293.0
17962845076460081645,293.0
17962845080755048941,293.0
17962845085050016237,155.0
17962845089344983533,293.0
17962845093639950829,155.0
17962845097934918125,293.0
17962845102229885421,155.0
17962845106524852717,155.0
17962845110819820013,293.0
17962845115114787309,293.0
17962845119409754605,155.0
17962845123704721901,156.0
17962845127999689197,293.0
17962845132294656493,293.0
17962845136589623789,293.0
17962845140884591085,156.0
17962845145179558381,156.0
17962845149474525677,293.0
17962845153769492973,293.0
17962845158064460269,156.0
17962845162359427565,156.0
17962845166654394861,293.0
17962845170949362157,156.0
17962845175244329453,156.0
17962845179539296749,293.0
17962845183834264045,293.0
17962845188129231341,156.0
17962845192424198637,293.0
17962845196719165933,293.0
17962845201014133229,294.0
17962845205309100525,156.0
17962845209604067821,294.0
17962845213899035117,294.0
17962845218194002413,294.0
17962845222488969709,308.0
17962845226783937005,308.0
17962845231078904301,308.0
17962845235373871597,308.0
17962845239668838893,156.0
17962845243963806189,156.0
17962845248258773485,156.0
17962845252553740781,308.0
17962845256848708077,156.0
17962845261143675373,156.0
17962845265438642669,308.0
17962845269733609965,308.0
17962845274028577261,308.0
17962845278323544557,156.0
17962845282618511853,156.0
17962845286913479149,308.0
17962845291208446445,156.0
17962845295503413741,156.0
17962845299798381037,156.0
17962845304093348333,156.0
17962845308388315629,156.0
17962845312683282925,156.0
17962845316978250221,308.0
17962845321273217517,308.0
17962845325568184813,308.0
17962845329863152109,308.0
17962845334158119405,156.0
17962845338453086701,308.0
17962845342748053997,308.0
17962845347043021293,308.0
17962845351337988589,156.0
17962845355632955885,308.0
17962845359927923181,156.0
17962845364222890477,156.0
17962845368517857773,156.0
17962845372812825069,156.0
17962845377107792365,308.0
17962845381402759661,308.0
17962845385697726957,308.0
17962845389992694253,156.0
17962845394287661549,308.0
17962845398582628845,156.0
17962845402877596141,308.0
17962845407172563437,156.0
17962845411467530733,308.0
17962845415762498029,308.0
17962845420057465325,330.0
17962845424352432621,309.0
17962845428647399917,157.0
17962845432942367213,309.0
17962845437237334509,309.0
17962845441532301805,157.0
17962845445827269101,157.0
17962845450122236397,157.0
17962845454417203693,157.0
17962845458712170989,157.0
17962845463007138285,157.0
17962845467302105581,157.0
17962845471597072877,157.0
17962845475892040173,157.0
17962845480187007469,157.0
17962845484481974765,157.0
17962845488776942061,157.0
17962845493071909357,309.0
17962845497366876653,392.0
17962845501661843949,392.0
17962845505956811245,392.0
17962845510251778541,392.0
17962845514546745837,174.0
17962845518841713133,392.0
17962845523136680429,392.0
17962845527431647725,392.0
17962845531726615021,174.0
17962845536021582317,174.0
17962845540316549613,174.0
17962845544611516909,174.0
17962845548906484205,174.0
17962845553201451501,392.0
17962845557496418797,174.0
17962845561791386093,392.0
17962845566086353389,392.0
17962845570381320685,174.0
17962845574676287981,392.0
17962845578971255277,392.0
17962845583266222573,392.0
17962845587561189869,174.0
17962845591856157165,174.0
17962845596151124461,174.0
17962845600446091757,174.0
17962845604741059053,392.0
17962845609036026349,392.0
17962845613330993645,392.0
17962845617625960941,174.0
17962845621920928237,392.0
