request_id,latency
17962845626215895533,392.0
17962845630510862829,174.0
17962845634805830125,392.0
17962845639100797421,174.0
17962845643395764717,392.0
17962845647690732013,392.0
17962845651985699309,392.0
17962845656280666605,392.0
17962845660575633901,392.0
17962845664870601197,392.0
17962845669165568493,174.0
17962845673460535789,392.0
17962845677755503085,174.0
17962845682050470381,392.0
17962845686345437677,392.0
17962845690640404973,174.0
17962845694935372269,175.0
17962845699230339565,393.0
17962845703525306861,393.0
17962845707820274157,175.0
17962845712115241453,393.0
17962845716410208749,393.0
17962845720705176045,175.0
17962845725000143341,393.0
17962845729295110637,393.0
17962845733590077933,175.0
17962845737885045229,393.0
17962845742180012525,393.0
17962845746474979821,393.0
17962845750769947117,175.0
17962845755064914413,175.0
17962845759359881709,175.0
17962845763654849005,175.0
17962845767949816301,393.0
17962845772244783597,175.0
17962845776539750893,393.0
17962845780834718189,393.0
17962845785129685485,393.0
17962845789424652781,175.0
17962845793719620077,393.0
17962845798014587373,175.0
17962845802309554669,393.0
17962845806604521965,282.0
17962845810899489261,393.0
17962845815194456557,393.0
17962845819489423853,393.0
17962845823784391149,393.0
17962845828079358445,393.0
17962845832374325741,393.0
17962845836669293037,393.0
17962845840964260333,393.0
17962845845259227629,393.0
17962845849554194925,393.0
17962845853849162221,393.0
17962845858144129517,393.0
17962845862439096813,282.0
17962845866734064109,393.0
17962845871029031405,393.0
17962845875323998701,393.0
17962845879618965997,282.0
17962845883913933293,282.0
17962845888208900589,393.0
17962845892503867885,282.0
17962845896798835181,394.0
17962845901093802477,394.0
17962845905388769773,282.0
17962845909683737069,282.0
17962845913978704365,394.0
17962845918273671661,282.0
17962845922568638957,282.0
17962845926863606253,282.0
17962845931158573549,282.0
17962845935453540845,282.0
17962845939748508141,394.0
17962845944043475437,282.0
17962845948338442733,394.0
17962845952633410029,394.0
17962845956928377325,394.0
17962845961223344621,282.0
17962845965518311917,394.0
17962845969813279213,282.0
17962845974108246509,282.0
17962845978403213805,282.0
17962845982698181101,283.0
17962845986993148397,394.0
17962845991288115693,394.0
17962845995583082989,283.0
17962845999878050285,283.0
17962846004173017581,283.0
17962846008467984877,283.0
17962846012762952173,283.0
17962846017057919469,283.0
17962846021352886765,394.0
17962846025647854061,394.0
17962846029942821357,394.0
17962846034237788653,394.0
17962846038532755949,394.0
17962846042827723245,394.0
17962846047122690541,394.0
17962846051417657837,394.0
17962846055712625133,394.0
17962846060007592429,394.0
17962846064302559725,394.0
17962846068597527021,394.0
17962846072892494317,283.0
17962846077187461613,394.0
17962846081482428909,283.0
17962846085777396205,283.0
17962846090072363501,283.0
17962846094367330797,283.0
17962846098662298093,283.0
17962846102957265389,394.0
17962846107252232685,394.0
17962846111547199981,394.0
17962846115842167277,394.0
17962846120137134573,283.0
17962846124432101869,394.0
17962846128727069165,394.0
17962846133022036461,283.0
17962846137317003757,283.0
17962846141611971053,394.0
17962846145906938349,283.0
17962846150201905645,283.0
17962846154496872941,283.0
17962846158791840237,283.0
17962846163086807533,283.0
17962846167381774829,283.0
17962846171676742125,394.0
17962846175971709421,394.0
17962846180266676717,394.0
17962846184561644013,284.0
17962846188856611309,284.0
17962846193151578605,394.0
17962846197446545901,284.0
17962846201741513197,284.0
17962846206036480493,395.0
17962846210331447789,395.0
17962846214626415085,284.0
17962846218921382381,395.0
17962846223216349677,284.0
17962846227511316973,395.0
17962846231806284269,395.0
17962846236101251565,284.0
17962846240396218861,395.0
17962846244691186157,395.0
17962846248986153453,410.0
17962846253281120749,410.0
17962846257576088045,284.0
17962846261871055341,284.0
17962846266166022637,410.0
17962846270460989933,284.0
17962846274755957229,284.0
17962846279050924525,410.0
17962846283345891821,410.0
17962846287640859117,410.0
17962846291935826413,410.0
17962846296230793709,284.0
17962846300525761005,422.0
17962846304820728301,410.0
17962846309115695597,411.0
17962846313410662893,411.0
17962846317705630189,411.0
17962846322000597485,411.0
17962846326295564781,411.0
17962846330590532077,411.0
17962846334885499373,411.0
17962846339180466669,411.0
17962846343475433965,411.0
17962846347770401261,422.0
17962846352065368557,411.0
17962846356360335853,284.0
17962846360655303149,284.0
17962846364950270445,411.0
17962846369245237741,411.0
17962846373540205037,411.0
17962846377835172333,284.0
17962846382130139629,284.0
17962846386425106925,411.0
17962846390720074221,411.0
17962846395015041517,284.0
17962846399310008813,284.0
17962846403604976109,411.0
17962846407899943405,411.0
17962846412194910701,411.0
17962846416489877997,284.0
17962846420784845293,284.0
17962846425079812589,411.0
17962846429374779885,284.0
17962846433669747181,284.0
17962846437964714477,285.0
17962846442259681773,285.0
17962846446554649069,285.0
17962846450849616365,285.0
17962846455144583661,281.0
17962846459439550957,285.0
17962846463734518253,281.0
17962846468029485549,285.0
17962846472324452845,281.0
17962846476619420141,281.0
17962846480914387437,285.0
17962846485209354733,282.0
17962846489504322029,282.0
17962846493799289325,282.0
17962846498094256621,285.0
17962846502389223917,282.0
17962846506684191213,282.0
17962846510979158509,285.0
17962846515274125805,285.0
17962846519569093101,282.0
17962846523864060397,282.0
17962846528159027693,285.0
17962846532453994989,282.0
17962846536748962285,282.0
17962846541043929581,282.0
17962846545338896877,285.0
17962846549633864173,282.0
17962846553928831469,282.0
17962846558223798765,285.0
17962846562518766061,285.0
17962846566813733357,282.0
17962846571108700653,285.0
17962846575403667949,282.0
17962846579698635245,282.0
17962846583993602541,282.0
17962846588288569837,285.0
17962846592583537133,282.0
17962846596878504429,282.0
17962846601173471725,282.0
17962846605468439021,282.0
17962846609763406317,285.0
17962846614058373613,282.0
17962846618353340909,282.0
17962846622648308205,285.0
17962846626943275501,282.0
17962846631238242797,282.0
17962846635533210093,282.0
17962846639828177389,282.0
17962846644123144685,282.0
17962846648418111981,282.0
17962846652713079277,285.0
17962846657008046573,282.0
17962846661303013869,285.0
17962846665597981165,285.0
17962846669892948461,282.0
17962846674187915757,285.0
17962846678482883053,282.0
17962846682777850349,285.0
17962846687072817645,286.0
17962846691367784941,286.0
17962846695662752237,286.0
17962846699957719533,282.0
17962846704252686829,282.0
17962846708547654125,286.0
17962846712842621421,282.0
17962846717137588717,286.0
17962846721432556013,283.0
17962846725727523309,283.0
17962846730022490605,286.0
17962846734317457901,286.0
17962846738612425197,283.0
17962846742907392493,283.0
17962846747202359789,283.0
17962846751497327085,286.0
17962846755792294381,283.0
17962846760087261677,283.0
17962846764382228973,283.0
17962846768677196269,286.0
17962846772972163565,286.0
17962846777267130861,286.0
17962846781562098157,283.0
17962846785857065453,286.0
17962846790152032749,283.0
17962846794447000045,286.0
17962846798741967341,283.0
17962846803036934637,286.0
17962846807331901933,283.0
17962846811626869229,283.0
17962846815921836525,286.0
17962846820216803821,286.0
17962846824511771117,300.0
17962846828806738413,283.0
17962846833101705709,300.0
17962846837396673005,300.0
17962846841691640301,283.0
17962846845986607597,283.0
17962846850281574893,300.0
17962846854576542189,300.0
17962846858871509485,300.0
17962846863166476781,300.0
17962846867461444077,300.0
17962846871756411373,283.0
17962846876051378669,283.0
17962846880346345965,300.0
17962846884641313261,300.0
17962846888936280557,300.0
17962846893231247853,300.0
17962846897526215149,283.0
17962846901821182445,283.0
17962846906116149741,300.0
17962846910411117037,312.0
17962846914706084333,283.0
17962846919001051629,283.0
17962846923296018925,283.0
17962846927590986221,283.0
17962846931885953517,283.0
17962846936180920813,283.0
17962846940475888109,301.0
17962846944770855405,301.0
17962846949065822701,283.0
17962846953360789997,301.0
17962846957655757293,283.0
17962846961950724589,301.0
17962846966245691885,283.0
17962846970540659181,301.0
17962846974835626477,301.0
17962846979130593773,301.0
17962846983425561069,283.0
17962846987720528365,283.0
17962846992015495661,283.0
17962846996310462957,301.0
17962847000605430253,283.0
17962847004900397549,284.0
17962847009195364845,284.0
17962847013490332141,301.0
17962847017785299437,301.0
17962847022080266733,301.0
17962847026375234029,301.0
17962847030670201325,301.0
17962847034965168621,284.0
17962847039260135917,284.0
17962847043555103213,312.0
17962847047850070509,284.0
17962847052145037805,284.0
17962847056440005101,284.0
17962847060734972397,284.0
17962847065029939693,284.0
17962847069324906989,284.0
17962847073619874285,284.0
17962847077914841581,284.0
17962847082209808877,284.0
17962847086504776173,301.0
17962847090799743469,156.0
17962847095094710765,284.0
17962847099389678061,284.0
17962847103684645357,284.0
17962847107979612653,156.0
17962847112274579949,284.0
17962847116569547245,284.0
17962847120864514541,284.0
17962847125159481837,284.0
17962847129454449133,284.0
17962847133749416429,284.0
17962847138044383725,156.0
17962847142339351021,284.0
17962847146634318317,156.0
17962847150929285613,156.0
17962847155224252909,284.0
17962847159519220205,284.0
17962847163814187501,284.0
17962847168109154797,157.0
17962847172404122093,284.0
17962847176699089389,157.0
17962847180994056685,284.0
17962847185289023981,284.0
17962847189583991277,299.0
17962847193878958573,299.0
17962847198173925869,299.0
17962847202468893165,157.0
17962847206763860461,157.0
17962847211058827757,157.0
17962847215353795053,299.0
17962847219648762349,299.0
17962847223943729645,299.0
17962847228238696941,299.0
17962847232533664237,299.0
17962847236828631533,299.0
17962847241123598829,313.0
17962847245418566125,299.0
17962847249713533421,299.0
17962847254008500717,299.0
17962847258303468013,299.0
17962847262598435309,299.0
17962847266893402605,299.0
17962847271188369901,157.0
17962847275483337197,157.0
17962847279778304493,299.0
17962847284073271789,299.0
17962847288368239085,313.0
17962847292663206381,299.0
17962847296958173677,157.0
17962847301253140973,299.0
17962847305548108269,157.0
17962847309843075565,313.0
17962847314138042861,157.0
17962847318433010157,299.0
17962847322727977453,157.0
17962847327022944749,313.0
17962847331317912045,157.0
17962847335612879341,157.0
17962847339907846637,157.0
17962847344202813933,299.0
17962847348497781229,157.0
17962847352792748525,299.0
17962847357087715821,299.0
17962847361382683117,157.0
17962847365677650413,157.0
17962847369972617709,299.0
17962847374267585005,157.0
17962847378562552301,299.0
17962847382857519597,157.0
17962847387152486893,282.0
17962847391447454189,157.0
17962847395742421485,282.0
17962847400037388781,157.0
17962847404332356077,282.0
17962847408627323373,282.0
17962847412922290669,157.0
17962847417217257965,157.0
17962847421512225261,157.0
17962847425807192557,157.0
17962847430102159853,157.0
17962847434397127149,282.0
17962847438692094445,157.0
17962847442987061741,282.0
17962847447282029037,282.0
17962847451576996333,282.0
17962847455871963629,158.0
17962847460166930925,282.0
17962847464461898221,282.0
17962847468756865517,158.0
17962847473051832813,282.0
17962847477346800109,282.0
17962847481641767405,282.0
17962847485936734701,282.0
17962847490231701997,158.0
17962847494526669293,282.0
17962847498821636589,158.0
17962847503116603885,282.0
17962847507411571181,158.0
17962847511706538477,282.0
17962847516001505773,282.0
17962847520296473069,158.0
17962847524591440365,282.0
17962847528886407661,158.0
17962847533181374957,158.0
17962847537476342253,282.0
17962847541771309549,282.0
17962847546066276845,282.0
17962847550361244141,282.0
17962847554656211437,158.0
17962847558951178733,282.0
17962847563246146029,282.0
17962847567541113325,283.0
17962847571836080621,283.0
17962847576131047917,158.0
17962847580426015213,158.0
17962847584720982509,283.0
17962847589015949805,158.0
17962847593310917101,158.0
17962847597605884397,158.0
17962847601900851693,283.0
17962847606195818989,283.0
17962847610490786285,158.0
17962847614785753581,283.0
17962847619080720877,158.0
17962847623375688173,158.0
17962847627670655469,158.0
17962847631965622765,158.0
17962847636260590061,158.0
17962847640555557357,283.0
17962847644850524653,158.0
17962847649145491949,283.0
17962847653440459245,158.0
17962847657735426541,283.0
17962847662030393837,283.0
17962847666325361133,158.0
17962847670620328429,283.0
17962847674915295725,158.0
17962847679210263021,283.0
17962847683505230317,158.0
17962847687800197613,283.0
17962847692095164909,283.0
17962847696390132205,158.0
17964258769240527341,158.0
17964258773535494637,158.0
17964258777830461933,158.0
17964258782125429229,283.0
17964258786420396525,283.0
17964258790715363821,283.0
17964258795010331117,283.0
17964258799305298413,158.0
17964258803600265709,158.0
17964258807895233005,283.0
17964258812190200301,283.0
17964258816485167597,158.0
17964258820780134893,283.0
17964258825075102189,158.0
17964258829370069485,283.0
17964258833665036781,158.0
17964258837960004077,159.0
17964258842254971373,159.0
17964258846549938669,159.0
17964258850844905965,283.0
17964258855139873261,159.0
17964258859434840557,159.0
17964258863729807853,284.0
17964258868024775149,159.0
17964258872319742445,159.0
17964258876614709741,159.0
17964258880909677037,284.0
17964258885204644333,284.0
17964258889499611629,159.0
17964258893794578925,159.0
17964258898089546221,284.0
17964258902384513517,159.0
17964258906679480813,284.0
17964258910974448109,159.0
17964258915269415405,284.0
17964258919564382701,284.0
17964258923859349997,284.0
17964258928154317293,159.0
17964258932449284589,159.0
17964258936744251885,159.0
17964258941039219181,159.0
17964258945334186477,159.0
17964258949629153773,159.0
17964258953924121069,284.0
17964258958219088365,159.0
17964258962514055661,159.0
17964258966809022957,284.0
17964258971103990253,284.0
17964258975398957549,284.0
17964258979693924845,284.0
17964258983988892141,284.0
17964258988283859437,284.0
17964258992578826733,159.0
17964258996873794029,284.0
17964259001168761325,159.0
17964259005463728621,159.0
17964259009758695917,284.0
17964259014053663213,284.0
17964259018348630509,284.0
17964259022643597805,284.0
17964259026938565101,159.0
17964259031233532397,284.0
17964259035528499693,159.0
17964259039823466989,159.0
17964259044118434285,285.0
17964259048413401581,159.0
17964259052708368877,159.0
17964259057003336173,285.0
17964259061298303469,159.0
17964259065593270765,285.0
17964259069888238061,285.0
17964259074183205357,285.0
17964259078478172653,285.0
17964259082773139949,285.0
17964259087068107245,159.0
17964259091363074541,159.0
17964259095658041837,285.0
17964259099953009133,285.0
17964259104247976429,285.0
17964259108542943725,160.0
17964259112837911021,160.0
17964259117132878317,285.0
17964259121427845613,160.0
17964259125722812909,285.0
17964259130017780205,177.0
17964259134312747501,177.0
17964259138607714797,285.0
17964259142902682093,177.0
17964259147197649389,177.0
17964259151492616685,285.0
17964259155787583981,177.0
17964259160082551277,285.0
17964259164377518573,177.0
17964259168672485869,285.0
17964259172967453165,177.0
17964259177262420461,177.0
17964259181557387757,285.0
17964259185852355053,177.0
17964259190147322349,285.0
17964259194442289645,177.0
17964259198737256941,177.0
17964259203032224237,285.0
17964259207327191533,177.0
17964259211622158829,285.0
17964259215917126125,286.0
17964259220212093421,286.0
17964259224507060717,177.0
17964259228802028013,177.0
17964259233096995309,178.0
17964259237391962605,178.0
17964259241686929901,286.0
17964259245981897197,286.0
17964259250276864493,286.0
17964259254571831789,286.0
17964259258866799085,286.0
17964259263161766381,286.0
17964259267456733677,178.0
17964259271751700973,178.0
17964259276046668269,178.0
17964259280341635565,178.0
17964259284636602861,286.0
17964259288931570157,286.0
17964259293226537453,178.0
17964259297521504749,286.0
17964259301816472045,178.0
17964259306111439341,178.0
17964259310406406637,178.0
17964259314701373933,178.0
17964259318996341229,178.0
17964259323291308525,178.0
17964259327586275821,300.0
17964259331881243117,300.0
17964259336176210413,300.0
17964259340471177709,300.0
17964259344766145005,300.0
17964259349061112301,300.0
17964259353356079597,300.0
17964259357651046893,178.0
17964259361946014189,190.0
17964259366240981485,144.0
17964259370535948781,300.0
17964259374830916077,144.0
17964259379125883373,323.0
17964259383420850669,300.0
17964259387715817965,144.0
17964259392010785261,144.0
17964259396305752557,144.0
17964259400600719853,144.0
17964259404895687149,144.0
17964259409190654445,144.0
17964259413485621741,300.0
17964259417780589037,323.0
17964259422075556333,300.0
17964259426370523629,144.0
17964259430665490925,300.0
17964259434960458221,300.0
17964259439255425517,300.0
17964259443550392813,300.0
17964259447845360109,145.0
17964259452140327405,300.0
17964259456435294701,300.0
17964259460730261997,300.0
17964259465025229293,300.0
17964259469320196589,301.0
17964259473615163885,145.0
